battery,cycle,charge_voltage_avg,charge_voltage_min,charge_voltage_max,charge_current_avg,charge_current_min,charge_current_max,charge_temp_avg,charge_temp_min,charge_temp_max,charge_duration_s,discharge_voltage_avg,discharge_voltage_min,discharge_voltage_max,discharge_current_avg,discharge_current_min,discharge_current_max,discharge_temp_avg,discharge_temp_min,discharge_temp_max,discharge_duration_s,RUL,capacity_Ah
B0005,24,4.058279288673889,3.0904138909445984,4.212770290752828,0.969750668043904,-3.464130250924988,1.5163150263089855,25.70903005745028,24.33879447791203,28.938506516868497,10081.797,3.556610794781798,2.6237674644021887,4.187438187636325,-1.873239184822504,-2.01719076462715,0.0034388887386759,31.894456524691385,24.05499065781757,38.16526203587147,3511.594,144,1.8251136435078368
B0005,25,4.065739463308087,3.1140130371184864,4.213276766831537,0.931056714150449,-3.493557124198189,1.5169994248587462,25.47363156396457,24.197877286536087,28.754789972770777,10797.328,3.5586742170266272,2.5010798299873738,4.18774138117799,-1.9139593751505897,-2.016114862565665,0.0012614422239159,31.78039681801023,24.024851602995685,38.27549578575718,3431.9370000000054,143,1.825581504220376
B0005,26,4.0611501521821065,3.108464373403045,4.212690151499114,0.9648375330851496,-3.4951011322233136,1.5184741108182815,25.427401199812184,24.10735799959908,28.68860237429909,10099.218,3.564103182686905,2.68499881852498,4.188261122540052,-1.9030532722310995,-2.016863630474281,0.0031353992245556,31.688747146342205,23.93622764909489,37.98216079918311,3431.125,142,1.814031127508391
B0005,27,4.060647477294544,3.099532736693632,4.212873191810286,0.9656310887431298,-3.4904911773797043,1.516919363258194,25.37095530984966,24.033722015137,28.633407089003214,10078.719,3.559588063594272,2.547109116468133,4.187338767288234,-1.913459074224792,-2.024643671910137,0.0011043615738374,31.59674799256916,23.811534187517506,38.11100191887773,3412.406,141,1.8147691941158937
B0005,28,4.067270138639281,3.133150786659082,4.213238259402031,0.9343625511181636,-3.533181015655141,1.5161717111709383,25.273682170348483,23.947398698846445,28.589954117359028,10617.375,3.556833231052199,2.471314764334132,4.187560306288175,-1.913620909902553,-2.017291134571006,-3.060676830687782e-05,31.56558649878708,23.754765330883423,38.18831137948753,3410.688,140,1.813969388710352
B0005,29,4.06627015738475,3.119641559381448,4.213312787594857,0.9378723891405096,-3.513207367229806,1.5177899917802138,25.18812263165628,23.841312817521448,28.50176643400805,10564.157,3.5624410850948944,2.6613903306108773,4.18805176248713,-1.902581974571906,-2.01713712589233,0.0037901043107805,31.59124667045208,23.79410930748377,37.99854111908584,3410.718,139,1.802765665167823
B0005,30,4.063497194671534,3.117821882492223,4.212902355486726,0.9583515841331876,-3.5054603250839507,1.5178105214785498,25.208644345593083,23.875743075457656,28.530897709955585,10143.984,3.5591407106855666,2.541762355407921,4.187667484260542,-1.9130621638638965,-2.015946028510057,0.0006901740069088,31.603485399391182,23.80130098691845,38.194201649765226,3392.719,138,1.804077040117352
B0005,31,4.070367166586395,3.148580175410883,4.212958241599311,0.923985399312232,-3.549071976059502,1.5192411400177066,25.22309620072603,23.918406035072028,28.577658552419905,10790.452999999994,3.5573161327793144,2.628919415830567,4.2010701773378685,-1.920618117118412,-2.0167372379007014,0.0008475435827522,31.91556385491565,23.78129749955371,38.45796400011448,3470.672,137,1.8518025516704488
B0005,32,4.07050172134266,3.158092598219353,4.213259231541884,0.9376239238395178,-3.5621332354558053,1.5164571928267292,25.60871637467594,24.401860458892934,28.9596644463361,10442.891,3.561870782772737,2.6312552691827045,4.1996223345495824,-1.9298830859597569,-2.0183057226929555,0.0011650883880798,32.081128118597164,24.2036410699716,38.49126351534004,3414.109,136,1.8307038456739428
B0005,33,4.210968137972064,3.819395599301223,8.393141180564633,0.0073240257131663,-4.4796596195981975,1.4228266793053173,23.90418141837992,23.82259339095384,24.01713143780734,1674.484,3.5617586337260088,2.654880745360911,4.199853323702163,-1.929300528480541,-2.016579511976592,0.0019472390588109,31.849792632896243,24.00078927251757,38.31473393357882,3395.219,135,1.8199041089501269
B0005,34,4.130785490934083,3.0915429116168727,4.209223108011576,0.6962458837408647,-3.44733089940877,1.519667238478411,25.48783572002084,24.223983259170872,28.988708015070493,10113.656,3.5597307651083123,2.6749688422803803,4.199103467081427,-1.923330987770314,-2.0193879194408373,0.0018372947715281,31.465690433362017,23.53999092882516,37.861934640176806,3386.0,134,1.809307963702852
B0005,35,4.132787640999776,3.1353563535730373,4.2088651384450735,0.6900210401744445,-3.498723199877141,1.5173130409965123,25.536147530542536,24.084338083873263,29.096040691287843,10137.89,3.5575937553540915,2.6159705726789904,4.199998536865001,-1.9284469980320087,-2.015814483813837,0.0074961910680886,31.40934895665031,23.56609574757256,37.90665575786083,3368.187,133,1.80460990458052
B0005,36,4.137730987261442,3.161072146515808,4.208915856299548,0.652562076583841,-3.536407100583495,1.523723794437228,25.11639328351016,23.62822541246626,28.801172039065204,10651.657,3.5597237883937995,2.658447162110498,4.19967522099872,-1.9231439161693824,-2.019901495893039,0.0013923748862999,31.90224747551808,23.9730227457941,38.34003238560517,3368.266,132,1.7993770651972192
B0005,37,4.135482199390235,3.1817353485221376,4.209312403034285,0.6894028487761957,-3.554660481050277,1.5168222482277545,24.93654575305907,23.58982857337026,28.45707570576707,10032.485,3.559061771422033,2.697942608427116,4.1991847248803165,-1.917014964043808,-2.016522387288751,0.0025753372180031,31.649024294808623,23.755161868961988,38.0745950590744,3358.719,131,1.7884432335370462
B0005,38,4.139326441744096,3.188736239230124,4.209847565954341,0.6521290223116658,-3.559444964364823,1.518117505061806,25.09997200587896,23.93100684906631,28.65264667440442,10574.297,3.557015527748059,2.6617272246516333,4.200012480335,-1.922048805055383,-2.017112121704317,0.0011747056452339,31.48874626238971,23.51454265913581,38.07252758016199,3339.5,130,1.7829230484252725
B0005,39,4.138977878664847,3.1995494512602285,4.208965362941993,0.6568967324675313,-3.561202687791756,1.5176979011522238,25.238210571113736,23.80791183836181,28.89882403975921,10461.735,3.5562481933590964,2.699288287625812,4.1992373656547874,-1.916230282154988,-2.018009988339822,0.0023816748049826,31.329995610092634,23.27146353182613,37.80133585100446,3331.265,129,1.7730337158018288
B0005,40,4.1375438860840354,3.2162013536262384,4.209292498751627,0.6848687577377983,-3.5948737369966377,1.5179414843613923,25.07672112938372,23.586914187260792,28.63351341980464,9993.062000000004,3.5532756526091784,2.612793240883853,4.199395781118708,-1.9220800182578983,-2.017724236336294,0.0021374370347549,31.569551201845574,23.439367870877128,38.39873985476869,3321.188,128,1.773037755078937
B0005,41,4.142130778874384,3.223928529991111,4.209583847791707,0.6428013189320935,-3.6018235936716247,1.5176043900064715,24.785407292651826,23.31379977040365,28.473512860821305,10602.281,3.556266431640255,2.6637064901468075,4.199578698026071,-1.916241789031196,-2.016792488625222,0.0015198619580386,32.111426258867944,24.020578317587123,38.74929237918251,3321.844,127,1.7678721106662054
B0005,42,4.143752782064051,3.239300973000498,4.209668023401793,0.6353957512752219,-3.629064335057617,1.517170258313206,24.684734315899224,23.3933054536716,28.25409621799234,10667.969,3.5563095420140822,2.6668454289754746,4.199546957512695,-1.915880982351776,-2.017255132631586,0.0018244735178706,32.271676011112376,24.25608631932004,38.87275464755104,3311.828,126,1.762315070409309
B0005,43,4.142407348200686,3.2364581942530544,4.209651256417474,0.644943392264159,-3.6131518500912776,1.5211473138342544,25.22288378016189,24.002283686284205,28.7817612001126,10504.781,3.558950851054106,2.684431051981017,4.194091469340824,-1.911440626575304,-2.0159457514475405,0.0005228307091433,31.84229165967865,23.99270220171187,38.503541429116005,3327.391,125,1.7676172924938447
B0005,44,4.140988175836148,3.24280663963839,4.208972610120855,0.6592412796626481,-3.629450443754744,1.5195838519202762,25.651300573733486,24.27112875120825,29.23971116417461,10246.781,3.5534418211598053,2.645224362345869,4.200715235801255,-1.915816699754416,-2.021877555086194,0.0024271068866283,31.759815453754253,23.826487051861594,38.27009094548294,3312.078,124,1.762668359743147
B0005,45,4.141220239838989,3.247480792255816,4.208924563756907,0.6624066950520237,-3.6549536807328544,1.5176959368230498,25.56869332326285,24.06058870103416,29.20215112477588,10166.218999999996,3.5510121537420285,2.6603527244917,4.1990980807180325,-1.9151304155635367,-2.0169903181968984,0.0006158711833322,31.41911167391793,23.3485583063804,38.11684755251712,3293.172,123,1.7517304870664143
B0005,46,4.145471994664563,3.2325525653503906,4.209761448406007,0.6261909523367005,-3.669812076004864,1.51917586801601,25.077792180591818,23.66068079402558,28.994866075880225,10804.922,3.551317608213948,2.6926849789916263,4.199398534411534,-1.914848578439364,-2.016185456554963,0.0008035192993614,31.331626572312267,23.23621418856597,38.04152715355532,3275.328,122,1.7418496047960008
B0005,47,4.14506668505229,3.2460008786636303,4.209992628612024,0.6255590922646385,-3.663267101527155,1.5179081116326565,24.88199584693937,23.416793639013417,28.689379753778315,10758.985,3.549003180550162,2.670544734728978,4.199122915612965,-1.9144128654409127,-2.0170647431651068,0.0014889451776809,31.35934131425137,23.214801785728056,38.17980302242767,3265.016,121,1.7360913511847138
B0005,48,4.1439383443857984,3.258925472084767,4.20985882694637,0.6488218351577303,-3.663064409747839,1.517811940099476,24.755786611089874,23.301627528103573,28.49879598287713,10317.515,3.559764834095517,2.605158060541757,4.190409478081396,-1.9388813849818085,-2.0168134548386294,0.0024931147123922,34.31088483888259,26.6473739461698,40.71218198711114,3328.937,120,1.7936240148573608
B0005,49,4.147603583681183,3.2692690512059093,4.209887230778187,0.6152408363821585,-3.684869412410472,1.517838583010628,24.655846530387144,23.24672830817118,28.4799079867521,10805.734,3.5623454342368555,2.672012007453096,4.199933846791869,-1.927509725704535,-2.0165540953857675,0.0028589701045215,33.43585640373788,25.69911743242072,39.88526123315293,3329.266,119,1.7831890223273277
B0005,50,4.144169219623314,3.3033140359155366,4.208756826791167,0.6655584759744552,-3.750655264382395,1.5189958805966282,25.34567237446073,24.00317674324543,29.03785527005412,9946.391,3.558336657621618,2.674271233724938,4.199365021329158,-1.9267185977839405,-2.022483480851903,0.0012369720338688,32.66698125020078,24.83328108182313,39.18287352945846,3301.579,118,1.7673642076278957
B0005,51,4.131849671664145,3.1336137688971912,4.209078075122493,0.6848433296419463,-3.45723078561742,1.5168233863953686,27.39475675387948,25.84852294268604,31.18771774040504,10063.547,3.554013138622869,2.6309416727017187,4.19902365945384,-1.9261308349663744,-2.016804145903712,0.0027115029184951,32.28423408691397,24.361616832363048,38.95156480403077,3283.563,117,1.7570177850353066
B0005,52,4.137762150724724,3.194525311567972,4.208951335685938,0.6556671395283481,-3.5412440147431115,1.526713269764804,26.62662742896046,24.96756846214276,30.58205646098756,10376.172,3.552376095886298,2.6629725743154204,4.199432142144215,-1.9202346781375208,-2.0172800396238526,0.0031272458314235,32.00739178780946,24.019157444608588,38.607510759873634,3275.125,116,1.7468706179837907
B0005,53,4.136417646225786,3.222452894613076,4.208915493791651,0.6916168312082189,-3.5744732232808083,1.5177850169451024,26.046549681443857,24.48380885702922,29.82743733628493,9756.858999999997,3.549618661283733,2.612942119873717,4.199640922827531,-1.9201011498853635,-2.0159193745006387,0.0012894534058489,32.06387071886056,24.00664649428476,38.920359903369054,3265.656,115,1.7417172507457144
B0005,54,4.143293464486577,3.235623629031344,4.209049100025683,0.6328237481397364,-3.61089870293044,1.517580419178102,25.581948046823246,24.09436200073004,29.510756491862573,10610.906,3.54938103086703,2.615719844266148,4.199305653118061,-1.9144278105456467,-2.020605919573001,0.0010352326876111,32.43754560319043,24.328038456694348,39.23273115358871,3266.093,114,1.7364225056478186
B0005,55,4.141204436224519,3.253161660922962,4.209569401740179,0.668387782555242,-3.639611422840837,1.5186864794207853,25.49138644694599,24.040154632459373,29.242612704276365,9978.078,3.547211868041896,2.6287695472774453,4.198949734540481,-1.908340706503589,-2.017554048083073,0.0021414406216503,32.16809876635083,24.12159109376564,38.9649270684008,3257.594,113,1.7263217239235826
B0005,56,4.143218012656775,3.2592554494686565,4.209622938017622,0.6491951599580638,-3.631031388483906,1.516864718731142,25.701157771778043,24.34026189480512,29.46211881227136,10246.984,3.5467052098640246,2.6655106679421823,4.19834220599025,-1.902207182631691,-2.016416703030436,0.0017702200905978,32.05752645824972,23.971565610462942,38.83927283461771,3248.593,112,1.7158065389330133
B0005,57,4.144865101412786,3.2649322937796708,4.209081297803344,0.6352097009956666,-3.652558047852112,1.5169075519536304,25.61393436934637,24.159479762800604,29.50834432489215,10437.047,3.544629653883431,2.650495153350403,4.198995776266302,-1.9020484449938715,-2.0170229987437884,0.0014307662327893,31.97592092807272,23.83541998401671,38.82796377704433,3238.766,111,1.710533351135192
B0005,58,4.147948571482696,3.279483281471355,4.208974409503451,0.6090395837543103,-3.6543670254141096,1.5184780957612627,25.46355915016756,24.032037356605592,29.374561267657025,10805.827999999994,3.5436291614253204,2.643236235233877,4.19916986492694,-1.8964907679062355,-2.016783933430818,0.0049011998067657,32.21689335291319,23.956923878018035,39.14007944734004,3240.14,110,1.706014499648521
B0005,59,4.149201403617409,3.291206125801604,4.209555035163918,0.6063799232898632,-3.671875049505212,1.5156642683871615,25.33969655722996,23.889823068013925,29.24237784876892,10805.375,3.5444946147995258,2.656450207001938,4.199246833083063,-1.895971437908019,-2.019982930624072,0.0017964242690772,32.55632993697177,24.465118009505925,39.349611598028886,3230.109,109,1.7003110272642588
B0005,60,4.149406779823055,3.2971153140129523,4.209137758018692,0.6108325931216375,-3.672509218918276,1.5160037580001224,25.31525129117544,23.949399827052787,29.194410076554547,10685.968,3.5409201846556857,2.626177688152069,4.19925518864016,-1.889964879983928,-2.016448312230377,0.0048990136261112,32.40048085325998,24.267851748683743,39.29444535878087,3229.7810000000027,108,1.6945798601797897
B0005,61,4.149090663397314,3.300542688148963,4.209099895596076,0.6146512973678119,-3.697495904888725,1.5173442325188395,25.828563716440225,24.512527942674893,29.65122582795794,10588.64,3.541195668799061,2.6582230344240045,4.199610827671791,-1.889370382442051,-2.026465491633473,0.0024344067431928,32.29371860868794,24.14386556947967,39.10487658009542,3212.469,107,1.6849029086609286
B0005,62,4.150424193061779,3.305103439690288,4.209853267385404,0.6043008559339099,-3.699223631776353,1.516620367139724,25.734607118644377,24.31843598089108,29.592983253559662,10736.094,3.540671044783382,2.695100237338448,4.1994453812630566,-1.8776883243431417,-2.017330650607364,0.0014513205321675,32.1360714480678,23.93408558388468,39.0462609369598,3213.219,106,1.6744741591159715
B0005,63,4.146085129079872,3.3082686726641857,4.2096673235964825,0.661310694665889,-3.709177335259149,1.5167330787937718,25.76108296721704,24.200642061950155,29.51162108922301,9790.859,3.537604879026877,2.639091813583503,4.198991968341307,-1.883106598669776,-2.02257876070347,0.0059339984616673,32.38268549723498,24.08059534182364,39.398032192832,3203.578,105,1.6745692479879102
B0005,64,4.1499193977728535,3.3175201646841104,4.209786575419923,0.6265507198651841,-3.715758585219568,1.5215190253817978,25.571090931927195,24.03452719909137,29.367459158203413,10274.359,3.538422485261741,2.6857210282450983,4.197785116892181,-1.876359921441716,-2.0158674131052456,0.0034449440902895,32.30899951427637,24.428816535813286,39.10678394120843,3195.125,104,1.663716375981405
B0005,65,4.153218272900694,3.325912676457561,4.209876728572126,0.5961783460440804,-3.740291077407621,1.5222178795747785,25.430453941726714,24.08467376180721,29.23737726861414,10711.063,3.53928626988912,2.69017866510873,4.201331130571617,-1.870955026010444,-2.016878594815316,0.0012286208011475,32.56636929496716,24.3288116844709,39.44448954135193,3195.312999999994,103,1.659013868748246
B0005,66,4.153201426027839,3.3224316122949804,4.209530517872284,0.5911635487881761,-3.7401919874760297,1.5163911369032863,25.88337057270213,24.517530315794897,29.660660346177963,10806.015,3.533690170241391,2.639895313359579,4.199339974904826,-1.8705599868289544,-2.019019155129933,0.0006759557151863,32.46542951751835,24.12488538702097,39.509602016775695,3186.297,102,1.6538540573335014
B0005,67,4.152014646554812,3.323183986237931,4.208914229782625,0.6076684839192972,-3.733780688797436,1.5191168227671863,25.87474661521862,24.32440498541706,29.685994740308107,10481.047,3.534367734544495,2.68991452927918,4.198916244859707,-1.8640049795794804,-2.0179820220655023,0.0017286665299136,32.347056454418095,23.980294072799666,39.33486536224533,3176.438,101,1.642653782130131
B0005,68,4.151753271023818,3.334317071119612,4.20945720713541,0.6238567212454819,-3.741021320410516,1.519260892518663,25.80758127668049,24.20519578076821,29.59730563243775,10153.36,3.5312941932103548,2.65935818848874,4.198537488587242,-1.8636932149873204,-2.0158401305926343,0.0008822013179447,32.371538940646154,23.969183667109306,39.43723270017243,3167.593,100,1.6378578430223698
B0005,69,4.154719880616208,3.334898622378469,4.2089346821451405,0.5916282471450443,-3.739980501811112,1.515339116708931,25.5954074570814,24.04092804190746,29.46753663391266,10662.468,3.5309134771684274,2.6657030585650423,4.198943932259475,-1.857820396301907,-2.0192083553177325,0.0032196054196979,32.45549347979197,24.037074564457946,39.51375235624076,3167.719,99,1.6327350407099108
B0005,70,4.154952006139018,3.340279532831896,4.209707468094477,0.5968690147321589,-3.754749438788794,1.5163991053235688,25.55053773186138,24.019013487688376,29.38033885422808,10494.625,3.5287226893409893,2.642986759012803,4.199579806494986,-1.8572160981955343,-2.017754065523427,0.0023292227087573,32.50017194695606,24.074008046047823,39.60170302810528,3159.077999999994,98,1.6277528915533617
B0005,71,4.155379997866793,3.340988893968416,4.209731200087021,0.5972973992880868,-3.752539379854498,1.519396061401668,25.61262307219253,24.08064402627926,29.43349608540407,10467.75,3.52625493581969,2.631116911889304,4.198782234828033,-1.8568340008006827,-2.016206764491147,0.0036382151418645,32.50100298369444,24.04353667889633,39.68746359758208,3148.829,97,1.622125485521159
B0005,72,4.153316766159906,3.3428891919042925,4.209073152424942,0.6292572025313986,-3.756495517193588,1.5190833652609257,25.748665763785176,24.133143852878685,29.478594943854127,9904.406,3.528684324337005,2.696157404617167,4.19910517813207,-1.8448886500218813,-2.018425729441905,0.0024093430745418,32.4728927422438,24.007622451152475,39.53535075538898,3149.094,96,1.6113256603765849
B0005,73,4.157897041005441,3.3438818828882586,4.209596233803924,0.5745464300808845,-3.744765382806153,1.5162463927934793,25.6042633567313,24.074560998580367,29.48550882151705,10805.656,3.525556939424901,2.6667596238241567,4.198510853141954,-1.8444180038305809,-2.0200094988659028,0.0018183081167425,32.50480154634882,23.99346277596251,39.6502371632164,3140.547,95,1.6065631397488385
B0005,74,4.158301579574542,3.3442903966987885,4.209613645729595,0.5742692502982739,-3.7512382618887,1.5168725726720953,25.59429072351652,24.052271252523507,29.46840138001844,10777.328,3.5226805646793737,2.6403185448373043,4.198732430468704,-1.843879038983512,-2.0160906793454063,0.002394554712978,32.51218336210202,23.977316018708777,39.69929058154853,3131.625,94,1.6015142233917594
B0005,75,4.159047289093139,3.348561399462872,4.209728406741538,0.5719762498110235,-3.760884531031473,1.5197613760247255,25.57189860156396,24.03950368059184,29.44580647381156,10745.86,3.524673458789008,2.69892986372897,4.198799630396931,-1.83711254029409,-2.017218805788003,0.0034591794789042,32.45692821941515,23.92726467831658,39.56076309770468,3121.907,93,1.590369231400328
